Date,Close,Daily return,lookback window,Abs Close,RISK
1995-01-03,3.76171875,,,,
1995-01-04,3.7890625,0.007268951194184803,,,
1995-01-05,3.7265625,-0.016494845360824795,,,
1995-01-06,3.7890625,0.016771488469601747,,,
1995-01-09,3.765625,-0.006185567010309256,,,
1995-01-10,3.8125,0.012448132780082943,,,
1995-01-11,3.8359375,0.006147540983606481,,,
1995-01-12,3.828125,-0.0020366598778004397,,,
1995-01-13,3.921875,0.02448979591836742,,,
1995-01-16,4.0078125,0.021912350597609542,,,
1995-01-17,4.0390625,0.007797270955165692,,,
1995-01-18,4.06640625,0.0067698259187620735,,,
1995-01-19,3.96875,-0.0240153698366955,,,
1995-01-20,3.8515625,-0.029527559055118058,,,
1995-01-23,3.92578125,0.01926977687626774,,,
1995-01-24,3.8759765625,-0.012686567164179152,,,
1995-01-25,3.859375,-0.0042831947593852115,,,
1995-01-26,3.7421875,-0.030364372469635637,,,
1995-01-27,3.7421875,0.0,,,
1995-01-30,3.6875,-0.014613778705636737,,,
1995-01-31,3.7109375,0.006355932203389925,,,
1995-02-01,3.6953125,-0.004210526315789442,,,
1995-02-02,3.6875,-0.0021141649048626032,,,
1995-02-03,3.7578125,0.019067796610169552,,,
1995-02-06,3.8046875,0.012474012474012364,,,
1995-02-07,3.8125,0.002053388090349051,,,
1995-02-08,3.8671875,0.014344262295082011,,,
1995-02-09,3.8671875,0.0,,,
1995-02-10,3.875,0.002020202020202033,,,
1995-02-13,3.875,0.0,,,
1995-02-14,3.8671875,-0.0020161290322581182,,,
1995-02-15,3.796875,-0.018181818181818188,,,
1995-02-16,3.8046875,0.002057613168724215,,,
1995-02-17,3.7734375,-0.008213552361396315,,,
1995-02-21,3.734375,-0.010351966873705987,,,
1995-02-22,3.84375,0.029288702928870203,,,
1995-02-23,3.8515625,0.00203252032520318,,,
1995-02-24,3.828125,-0.006085192697768749,,,
1995-02-27,3.859375,0.008163265306122547,,,
1995-02-28,3.9375,0.020242914979757165,,,
1995-03-01,3.953125,0.003968253968253954,,,
1995-03-02,3.984375,0.007905138339920903,,,
1995-03-03,3.9765625,-0.0019607843137254832,,,
1995-03-06,4.01953125,0.01080550098231825,,,
1995-03-07,4.083984375,0.016034985422740622,,,
1995-03-08,4.28125,0.04830224772835967,,,
1995-03-09,4.2421875,-0.009124087591240837,,,
1995-03-10,4.28515625,0.01012891344383049,,,
1995-03-13,4.3125,0.006381039197812299,,,
1995-03-14,4.484375,0.03985507246376807,,,
1995-03-15,4.40625,-0.017421602787456414,,,
1995-03-16,4.3828125,-0.005319148936170248,,,
1995-03-17,4.37109375,-0.002673796791443861,,,
1995-03-20,4.4453125,0.016979445933869464,,,
1995-03-21,4.40234375,-0.009666080843585223,,,
1995-03-22,4.43359375,0.00709849157054121,,,
1995-03-23,4.546875,0.02555066079295165,,,
1995-03-24,4.6171875,0.015463917525773141,,,
1995-03-27,4.5625,-0.011844331641285955,,,
1995-03-28,4.6015625,0.008561643835616417,,,
1995-03-29,4.515625,-0.018675721561969394,,,
1995-03-30,4.5078125,-0.0017301038062284002,,,
1995-03-31,4.4453125,-0.013864818024263426,,,
1995-04-03,4.375,-0.01581722319859402,,,
1995-04-04,4.3671875,-0.0017857142857142794,,,
1995-04-05,4.4140625,0.01073345259391778,,,
1995-04-06,4.375,-0.008849557522123908,,,
1995-04-07,4.3515625,-0.005357142857142838,,,
1995-04-10,4.43359375,0.018850987432674993,,,
1995-04-11,4.5078125,0.016740088105726914,,,
1995-04-12,4.4765625,-0.006932409012131768,,,
1995-04-13,4.53125,0.01221640488656206,,,
1995-04-17,4.8359375,0.0672413793103448,,,
1995-04-18,4.796875,-0.008077544426494332,,,
1995-04-19,4.7578125,-0.008143322475570036,,,
1995-04-20,4.703125,-0.011494252873563204,,,
1995-04-21,4.6875,-0.0033222591362126463,,,
1995-04-24,4.859375,0.036666666666666625,,,
1995-04-25,5.0,0.02893890675241151,,,
1995-04-26,4.9765625,-0.004687499999999956,,,
1995-04-27,4.9140625,-0.012558869701726816,,,
1995-04-28,5.109375,0.03974562798092207,,,
1995-05-01,5.1328125,0.004587155963302836,,,
1995-05-02,4.97265625,-0.03120243531202438,,,
1995-05-03,5.0546875,0.016496465043205122,,,
1995-05-04,5.09375,0.007727975270479082,,,
1995-05-05,5.0,-0.018404907975460127,,,
1995-05-08,4.9921875,-0.0015625000000000222,,,
1995-05-09,4.98828125,-0.0007824726134585402,,,
1995-05-10,4.953125,-0.007047768206734584,,,
1995-05-11,5.0859375,0.02681388012618302,,,
1995-05-12,5.046875,-0.007680491551459334,,,
1995-05-15,5.08203125,0.006965944272445901,,,
1995-05-16,5.3046875,0.043812451960030696,,,
1995-05-17,5.375,0.013254786450662692,,,
1995-05-18,5.2890625,-0.015988372093023284,,,
1995-05-19,5.3359375,0.008862629246676468,,,
1995-05-22,5.453125,0.02196193265007329,,,
1995-05-23,5.53125,0.014326647564469885,,,
1995-05-24,5.46875,-0.011299435028248594,,,
1995-05-25,5.578125,0.020000000000000018,,,
