Date,Close,Daily return,lookback window,Abs Close,RISK
9/29/2003,102.1699982,,,,
9/30/2003,102.6999969,0.005187421,,,
10/1/2003,102.6500015,-0.00048681,,,
10/2/2003,102.4899979,-0.00155873,,,
10/3/2003,101.75,-0.007220196,,,
10/6/2003,101.9000015,0.001474216,,,
10/7/2003,101.5500031,-0.003434725,,,
10/8/2003,101.8000031,0.002461841,,,
10/9/2003,101.4400024,-0.003536352,,,
10/10/2003,102,0.005520481,,,
10/13/2003,101.5500031,-0.004411735,,,
10/14/2003,101.3499985,-0.001969518,,,
10/15/2003,101.0999985,-0.0024667,,,
10/16/2003,100.8300018,-0.00267059,,,
10/17/2003,101.3099976,0.004760445,,,
10/20/2003,101.25,-0.000592218,,,
10/21/2003,101.4499969,0.001975279,,,
10/22/2003,101.9000015,0.004435728,,,
10/23/2003,101.6500015,-0.002453386,,,
10/24/2003,102.1500015,0.004918839,,,
10/27/2003,101.9499969,-0.00195795,,,
10/28/2003,102.3499985,0.003923507,,,
10/29/2003,101.9000015,-0.004396648,,,
10/30/2003,101.9000015,0,,,
10/31/2003,101.7399979,-0.001570203,,,
11/3/2003,101.1999969,-0.005307656,,,
11/4/2003,101.4000015,0.00197633,,,
11/5/2003,101.4000015,0,,,
11/6/2003,100.8499985,-0.005424093,,,
11/7/2003,100.9000015,0.000495816,,,
11/10/2003,101.0899963,0.001883001,,,
11/11/2003,100.9100037,-0.001780519,,,
11/12/2003,101.0999985,0.001882814,,,
11/13/2003,101.8399963,0.007319465,,,
11/14/2003,101.9199982,0.000785564,,,
11/17/2003,102.3499985,0.004218998,,,
11/18/2003,102.3000031,-0.000488475,,,
11/19/2003,101.8199997,-0.004692115,,,
11/20/2003,102.1699982,0.003437424,,,
11/21/2003,102.2799988,0.001076643,,,
11/24/2003,101.8499985,-0.004204149,,,
11/25/2003,102.25,0.003927359,,,
11/26/2003,101.8799973,-0.003618609,,,
11/28/2003,101.7200012,-0.001570436,,,
12/1/2003,101.1699982,-0.00540703,,,
12/2/2003,101.1399994,-0.000296519,,,
12/3/2003,101.2399979,0.000988713,,,
12/4/2003,101.3899994,0.001481643,,,
12/5/2003,101.9000015,0.005030103,,,
12/8/2003,101.9000015,0,,,
12/9/2003,101.3300018,-0.005593716,,,
12/10/2003,101.7300034,0.003947513,,,
12/11/2003,102.0899963,0.00353871,,,
12/12/2003,102.1500015,0.000587768,,,
12/15/2003,102.0899963,-0.000587422,,,
12/16/2003,102.1500015,0.000587768,,,
12/17/2003,102.4000015,0.002447381,,,
12/18/2003,102.5500031,0.001464859,,,
12/19/2003,102.5999985,0.000487522,,,
12/22/2003,102.5500031,-0.000487285,,,
12/23/2003,102.1500015,-0.003900551,,,
12/24/2003,102.2300034,0.00078318,,,
12/26/2003,102.7399979,0.004988697,,,
12/29/2003,102.4899979,-0.002433327,,,
12/30/2003,102.3000031,-0.001853789,,,
12/31/2003,102.1500015,-0.001466291,,,
1/2/2004,101.5699997,-0.005677942,,,
1/5/2004,101.6900024,0.001181478,,,
1/6/2004,102.1500015,0.004523543,,,
1/7/2004,102.3799973,0.002251549,,,
1/8/2004,102.3499985,-0.000293014,,,
1/9/2004,103.1999969,0.008304822,,,
1/12/2004,102.9100037,-0.002810013,,,
1/13/2004,103.1500015,0.002332114,,,
1/14/2004,103.1399994,-9.70E-05,,,
1/15/2004,103.2699966,0.001260396,,,
1/16/2004,103.1900024,-0.000774612,,,
