Date,Close,Daily return,lookback window,Abs Close,RISK,,,,,,
10/11/1999,64.65625,0.01409141,,,,,,,,,
10/12/1999,63.1875,-0.022716288,,,,,,,,,
10/13/1999,61.3125,-0.029673591,,,,,,,,,
10/14/1999,61.6953125,0.006243629,,,,,,,,,
10/15/1999,59.875,-0.029504875,,,,,,,,,
10/18/1999,59.1171875,-0.012656576,,,,,,,,,
10/19/1999,59.4375,0.005418264,,,,,,,,,
10/20/1999,61.25,0.030494217,,,,,,,,,
10/21/1999,62.25,0.016326531,,,,,,,,,
10/22/1999,61.96875,-0.004518072,,,,,,,,,
10/25/1999,62,0.000504286,,,,,,,,,
10/26/1999,61.5,-0.008064516,,,,,,,,,
10/27/1999,61.40625,-0.00152439,,,,,,,,,
10/28/1999,63.53125,0.034605598,,,,,,,,,
10/29/1999,65.75,0.034923758,,,,,,,,,
11/1/1999,65.40625,-0.005228137,,,,,,,,,
11/2/1999,65.4453125,0.000597229,,,,,,,,,
11/3/1999,66.75,0.019935538,,,,,,,,,
11/4/1999,67.5,0.011235955,,,,,,,,,
11/5/1999,68.1875,0.010185185,,,,,,,,,
11/8/1999,69.5625,0.020164986,,,,,,,,,
11/9/1999,69.09375,-0.006738544,,,,,,,,,
11/10/1999,70,0.013116237,,,,,,,,,
11/11/1999,71.25,0.017857143,,,,,,,,,
11/12/1999,72.1875,0.013157895,,,,,,,,,
11/15/1999,72.046875,-0.001948052,,,,,,,,,
11/16/1999,73.875,0.025374105,,,,,,,,,
11/17/1999,72.875,-0.013536379,,,,,,,,,
11/18/1999,75.109375,0.030660377,,,,,,,,,
11/19/1999,75.78125,0.008945288,,,,,,,,,
11/22/1999,74.625,-0.015257732,,,,,,,,,
11/23/1999,74.96875,0.004606365,,,,,,,,,
11/24/1999,77.4375,0.032930388,,,,,,,,,
11/26/1999,77.6875,0.00322841,,,,,,,,,
11/29/1999,76.40625,-0.016492357,,,,,,,,,
11/30/1999,73.5,-0.03803681,,,,,,,,,
12/1/1999,75.09375,0.021683673,,,,,,,,,
12/2/1999,77.4765625,0.031731169,,,,,,,,,
12/3/1999,79.125,0.021276596,,,,,,,,,
12/6/1999,79.84375,0.009083728,,,,,,,,,
12/7/1999,79.84375,0,,,,,,,,,
12/8/1999,78.875,-0.012133072,,,,,,,,,
12/9/1999,79.25,0.004754358,,,,,,,,,
12/10/1999,79.90625,0.008280757,,,,,,,,,
12/13/1999,80.9921875,0.013590145,,,,,,,,,
12/14/1999,79.53125,-0.018038005,,,,,,,,,
12/15/1999,81.0625,0.019253438,,,,,,,,,
12/16/1999,83.0625,0.024672321,,,,,,,,,
12/17/1999,83.78125,0.008653123,,,,,,,,,
12/20/1999,84.875,0.01305483,,,,,,,,,
12/21/1999,89.4375,0.053755523,,,,,,,,,
12/22/1999,89.15625,-0.003144654,,,,,,,,,
12/23/1999,90.21875,0.01191728,,,,,,,,,
12/27/1999,89.6875,-0.005888466,,,,,,,,,
12/28/1999,89.125,-0.006271777,,,,,,,,,
12/29/1999,92.5,0.037868163,,,,,,,,,
12/30/1999,91.5,-0.010810811,,,,,,,,,
12/31/1999,91.375,-0.00136612,,,,,,,,,
1/3/2000,94.75,0.036935705,,,,,,,,,
1/4/2000,88.25,-0.068601583,,,,,,,,,
1/5/2000,86,-0.025495751,,,,,,,,,
1/6/2000,80.09375,-0.068677326,,,,,,,,,
1/7/2000,90,0.123683184,,,,,,,,,
1/10/2000,92.5,0.027777778,,,,,,,,,
1/11/2000,88,-0.048648649,,,,,,,,,
1/12/2000,86.0625,-0.022017045,,,,,,,,,
1/13/2000,91.25,0.060275962,,,,,,,,,
1/14/2000,93.375,0.023287671,,,,,,,,,
1/18/2000,93.875,0.005354752,,,,,,,,,
1/19/2000,96,0.022636485,,,,,,,,,
1/20/2000,95.0625,-0.009765625,,,,,,,,,
1/21/2000,96.25,0.012491782,,,,,,,,,
1/24/2000,91.625,-0.048051948,,,,,,,,,
1/25/2000,93,0.015006821,,,,,,,,,
1/26/2000,89.25,-0.040322581,,,,,,,,,
1/27/2000,90.5625,0.014705882,,,,,,,,,
1/28/2000,86,-0.050379572,,,,,,,,,
1/31/2000,89.6875,0.042877907,,,,,,,,,
2/1/2000,92.09375,0.026829268,,,,,,,,,
2/2/2000,92.875,0.008483203,,,,,,,,,
2/3/2000,96.5,0.039030956,,,,,,,,,
2/4/2000,97.15625,0.006800518,,,,,,,,,
2/7/2000,98.5,0.013830814,,,,,,,,,
2/8/2000,102.625,0.041878173,,,,,,,,,
2/9/2000,99,-0.035322777,,,,,,,,,
2/10/2000,102.25,0.032828283,,,,,,,,,
2/11/2000,99.875,-0.023227384,,,,,,,,,
2/14/2000,99.75,-0.001251564,,,,,,,,,
2/15/2000,100.46875,0.007205514,,,,,,,,,
2/16/2000,100,-0.00466563,,,,,,,,,
2/17/2000,102.125,0.02125,,,,,,,,,
2/18/2000,98.4375,-0.036107711,,,,,,,,,
2/22/2000,98.75,0.003174603,,,,,,,,,
2/23/2000,104.25,0.055696203,,,,,,,,,
2/24/2000,106.5,0.021582734,,,,,,,,,
2/25/2000,104.0625,-0.022887324,,,,,,,,,
2/28/2000,104,-0.000600601,,,,,,,,,
2/29/2000,106.75,0.026442308,,,,,,,,,
3/1/2000,107.625,0.008196721,,,,,,,,,
3/2/2000,105.1328125,-0.023156214,,,,,,,,,
3/3/2000,111.0625,0.056401873,,,,,,,,,
3/6/2000,111.9375,0.007878447,,,,,,,,,
3/7/2000,110.25,-0.015075377,,,,,,,,,
3/8/2000,111.25,0.009070295,,111.25,,,,,,,
3/9/2000,115,0.033707865,1.252141983,115,RISK ON,,,,,,
3/10/2000,114.5,-0.004347826,1.231425091,114.5,RISK ON,,,,,,
3/13/2000,111.5,-0.026200873,1.22721598,111.5,RISK ON,,,,,,
3/14/2000,107.375,-0.036995516,1.084951456,107.375,RISK ON,,,,,,
3/15/2000,102.875,-0.041909197,0.980746089,102.875,RISK ON,,,,,,
3/16/2000,108.75,0.057108141,1.109090909,108.75,RISK ON,,,,,,
3/17/2000,110.8125,0.018965517,1.108204518,110.8125,RISK ON,,,,,,
3/20/2000,107.6875,-0.02820079,1.102501525,107.6875,RISK ON,,,,,,
3/21/2000,111.75,0.037724898,1.208770846,111.75,RISK ON,,,,,,
3/22/2000,114,0.020134228,1.33546735,114,RISK ON,,,,,,
3/23/2000,116,0.01754386,1.298452012,116,RISK ON,,,,,,
3/24/2000,117.5625,0.013469828,1.247311828,117.5625,RISK ON,,,,,,
3/27/2000,117.75,0.001594896,1.275362319,117.75,RISK ON,,,,,,
3/28/2000,114.75,-0.025477707,1.13986014,114.75,RISK ON,,,,,,
3/29/2000,110,-0.041394336,1.0657277,110,RISK ON,,,,,,
3/30/2000,107.25,-0.025,1.044073853,107.25,RISK ON,,,,,,
3/31/2000,109.5,0.020979021,1.044340723,109.5,RISK ON,,,,,,
4/3/2000,102.9375,-0.059931507,0.85472973,102.9375,RISK ON,,,,,,
4/4/2000,101.9375,-0.009714633,0.833099185,101.9375,RISK ON,,,,,,
4/5/2000,100.125,-0.017780503,0.819420784,100.125,RISK ON,,,,,,
4/6/2000,102.5,0.02372035,0.847887324,102.5,RISK ON,,,,,,
4/7/2000,106.625,0.040243902,0.910414334,106.625,RISK ON,,,,,,
4/10/2000,100.125,-0.060961313,0.806087937,100.125,RISK ON,,,,,,
4/11/2000,97.75,-0.02372035,0.787428571,97.75,RISK ON,,,,,,
4/12/2000,92,-0.058823529,0.742011834,92,RISK ON,,,,,,
4/13/2000,88,-0.043478261,0.643899591,88,RISK ON,,,,,,
4/14/2000,80.375,-0.086647727,0.546602526,80.375,RISK ON,,,,,,
4/17/2000,89.625,0.115085537,0.809463722,89.625,RISK ON,,,,,,
4/18/2000,92,0.026499303,0.816162862,92,RISK ON,,,,,,
4/19/2000,89.1875,-0.030570652,0.677836567,89.1875,RISK ON,,,,,,
4/20/2000,87.25,-0.021723896,0.598168288,87.25,RISK ON,,,,,,
4/24/2000,84.75,-0.028653295,0.53220339,84.75,RISK ON,,,,,,
4/25/2000,90.46875,0.067477876,0.598785034,90.46875,RISK ON,,,,,,
4/26/2000,87.375,-0.034196891,0.568143578,87.375,RISK ON,,,,,,
4/27/2000,91.25,0.04434907,0.695702671,91.25,RISK ON,,,,,,
4/28/2000,94.75,0.038356164,0.775175644,94.75,RISK ON,,,,,,
5/1/2000,95.625,0.009234828,0.780104712,95.625,RISK ON,,,,,,
5/2/2000,90.125,-0.05751634,0.686549708,90.125,RISK ON,,,,,,
5/3/2000,89.125,-0.0110957,0.694592989,89.125,RISK ON,,,,,,
5/4/2000,89.3125,0.002103787,0.648212226,89.3125,RISK ON,,,,,,
5/5/2000,91.4375,0.023792862,0.751047277,91.4375,RISK ON,,,,,,
5/8/2000,87.875,-0.038961039,0.65899705,87.875,RISK ON,,,,,,
5/9/2000,86,-0.021337127,0.607476636,86,RISK ON,,,,,,
5/10/2000,79.75,-0.072674419,0.467510063,79.75,RISK ON,,,,,,
5/11/2000,84.625,0.061128527,0.525633803,84.625,RISK ON,,,,,,
5/12/2000,84.625,0,0.554535017,84.625,RISK ON,,,,,,
5/15/2000,88.3125,0.043574594,0.653598596,88.3125,RISK ON,,,,,,
5/16/2000,90.8125,0.028308563,0.670354936,90.8125,RISK ON,,,,,,
5/17/2000,88.9375,-0.020646937,0.643187067,88.9375,RISK ON,,,,,,
5/18/2000,85.75,-0.035839775,0.562642369,85.75,RISK ON,,,,,,
5/19/2000,81.6875,-0.047376093,0.530669009,81.6875,RISK ON,,,,,,
5/22/2000,81.625,-0.000765111,0.543735225,81.625,RISK ON,,,,,,
5/23/2000,74.8125,-0.083460949,0.451788963,74.8125,RISK ON,,,,,,
5/24/2000,79.5,0.062656642,0.594984326,79.5,RISK ON,,,,,,
5/25/2000,77.75,-0.022012579,0.517535834,77.75,RISK ON,,,,,,
5/26/2000,77.75,0,0.518925519,77.75,RISK ON,,,,,,
5/30/2000,85.5625,0.100482315,0.644444444,85.5625,RISK ON,,,,,,
5/31/2000,83.125,-0.028487947,0.633906634,83.125,RISK ON,,,,,,
6/1/2000,87.375,0.05112782,0.688915735,87.375,RISK ON,,,,,,
6/2/2000,93.625,0.071530758,0.835784314,93.625,RISK ON,,,,,,
6/5/2000,93.859375,0.002503338,0.785671819,93.859375,RISK ON,,,,,,
6/6/2000,91.25,-0.027800899,0.700640652,91.25,RISK ON,,,,,,
6/7/2000,93.6875,0.026712329,0.790919952,93.6875,RISK ON,,,,,,
6/8/2000,93.25,-0.00466978,0.753231492,93.25,RISK ON,,,,,,
6/9/2000,93.75,0.00536193,0.783060921,93.75,RISK ON,,,,,,
6/12/2000,90.75,-0.032,0.752564876,90.75,RISK ON,,,,,,
6/13/2000,94.25,0.038567493,0.85514378,94.25,RISK ON,,,,,,
6/14/2000,92.125,-0.022546419,0.786666667,92.125,RISK ON,,,,,,
6/15/2000,93.75,0.017639077,0.729355815,93.75,RISK ON,,,,,,
6/16/2000,94.25,0.005333333,0.71949829,94.25,RISK ON,,,,,,
6/19/2000,98,0.039787798,0.779795687,98,RISK ON,,,,,,
6/20/2000,97.625,-0.003826531,0.721449235,97.625,RISK ON,,,,,,
6/21/2000,98.875,0.012804097,0.797727273,98.875,RISK ON,,,,,,
6/22/2000,95.25,-0.036662453,0.704936373,95.25,RISK ON,,,,,,
6/23/2000,91.5,-0.039370079,0.670994436,91.5,RISK ON,,,,,,
6/26/2000,94,0.027322404,0.718857143,94,RISK ON,,,,,,
6/27/2000,92.875,-0.011968085,0.658945018,92.875,RISK ON,,,,,,
6/28/2000,94,0.012113055,0.656387665,94,RISK ON,,,,,,
6/29/2000,91.640625,-0.025099734,0.590292842,91.640625,RISK ON,,,,,,
6/30/2000,93.4375,0.019607843,0.610557501,93.4375,RISK ON,,,,,,
7/3/2000,95.25,0.019397993,0.621276596,95.25,RISK ON,,,,,,
7/5/2000,91.5625,-0.038713911,0.568522484,91.5625,RISK ON,,,,,,
7/6/2000,94,0.02662116,0.607696419,94,RISK ON,,,,,,
7/7/2000,95.9375,0.020611702,0.619198312,95.9375,RISK ON,,,,,,
7/10/2000,94.484375,-0.01514658,0.578851175,94.484375,RISK ON,,,,,,
7/11/2000,95,0.005457252,0.595800525,95,RISK ON,,,,,,
7/12/2000,97.25,0.023684211,0.641350211,97.25,RISK ON,,,,,,
7/13/2000,98.5,0.01285347,0.634642811,98.5,RISK ON,,,,,,
7/14/2000,100.625,0.021573604,0.654676259,100.625,RISK ON,,,,,,
7/17/2000,101.75,0.011180124,0.657841141,101.75,RISK ON,,,,,,
7/18/2000,99.5,-0.022113022,0.637860082,99.5,RISK ON,,,,,,
7/19/2000,97.25,-0.022613065,0.66506153,97.25,RISK ON,,,,,,
7/20/2000,100.375,0.032133676,0.710330138,100.375,RISK ON,,,,,,
7/21/2000,97,-0.03362391,0.695943177,97,RISK ON,,,,,,
7/24/2000,95,-0.020618557,0.658483361,95,RISK ON,,,,,,
7/25/2000,95.75,0.007894737,0.713646532,95.75,RISK ON,,,,,,
7/26/2000,95.625,-0.001305483,0.677631579,95.625,RISK ON,,,,,,
7/27/2000,91.875,-0.039215686,0.580857642,91.875,RISK ON,,,,,,
7/28/2000,86.875,-0.054421769,0.527472527,86.875,RISK ON,,,,,,
7/31/2000,89.4375,0.029496403,0.580342352,89.4375,RISK ON,,,,,,
8/1/2000,88.25,-0.013277428,0.563676633,88.25,RISK ON,,,,,,
8/2/2000,86.6875,-0.017705382,0.546049882,86.6875,RISK ON,,,,,,
8/3/2000,90.4375,0.043258832,0.64268483,90.4375,RISK ON,,,,,,
8/4/2000,90.125,-0.003455425,0.61139824,90.125,RISK ON,,,,,,
8/7/2000,92.25,0.023578363,0.667325614,92.25,RISK ON,,,,,,
8/8/2000,94.125,0.020325203,0.723358604,94.125,RISK ON,,,,,,
8/9/2000,91.625,-0.026560425,0.692840647,91.625,RISK ON,,,,,,
8/10/2000,89.8125,-0.019781719,0.606484069,89.8125,RISK ON,,,,,,
8/11/2000,91.0625,0.013917884,0.648190045,91.0625,RISK ON,,,,,,
8/14/2000,93,0.021276596,0.61300813,93,RISK ON,,,,,,
8/15/2000,93,0,0.600215083,93,RISK ON,,,,,,
8/16/2000,93.9375,0.010080645,0.608346709,93.9375,RISK ON,,,,,,
8/17/2000,95.75,0.019294744,0.658008658,95.75,RISK ON,,,,,,
8/18/2000,95.25,-0.005221932,0.669222344,95.25,RISK ON,,,,,,
8/21/2000,95.5,0.002624672,0.647439353,95.5,RISK ON,,,,,,
8/22/2000,95.5,0,0.596656217,95.5,RISK ON,,,,,,
8/23/2000,97.0625,0.016361257,0.611831863,97.0625,RISK ON,,,,,,
8/24/2000,98.5625,0.01545396,0.602642276,98.5625,RISK ON,,,,,,
8/25/2000,98.03125,-0.005389981,0.620979202,98.03125,RISK ON,,,,,,
8/28/2000,98.5,0.004781639,0.645093946,98.5,RISK ON,,,,,,
8/29/2000,99,0.005076142,0.677077819,99,RISK ON,,,,,,
8/30/2000,98.875,-0.001262626,0.656544503,98.875,RISK ON,,,,,,
8/31/2000,101.625,0.027812895,0.690448343,101.625,RISK ON,,,,,,
9/1/2000,102.625,0.009840098,0.713093375,102.625,RISK ON,,,,,,
9/5/2000,99.5,-0.03045067,0.588029925,99.5,RISK ON,,,,,,
9/6/2000,96,-0.035175879,0.539078156,96,RISK ON,,,,,,
9/7/2000,98.125,0.022135417,0.594718131,98.125,RISK ON,,,,,,
9/8/2000,95.125,-0.030573248,0.52428643,95.125,RISK ON,,,,,,
9/11/2000,92.8125,-0.024310118,0.47029703,92.8125,RISK ON,,,,,,
9/12/2000,91.375,-0.015488215,0.465113366,91.375,RISK ON,,,,,,
9/13/2000,93.5,0.023255814,0.490967983,93.5,RISK ON,,,,,,
9/14/2000,93,-0.005347594,0.512195122,93,RISK ON,,,,,,
9/15/2000,91.3125,-0.018145161,0.48551093,91.3125,RISK ON,,,,,,
9/18/2000,89.875,-0.015742642,0.419545903,89.875,RISK ON,,,,,,
9/19/2000,93.1875,0.036856745,0.468422996,93.1875,RISK ON,,,,,,
9/20/2000,94.625,0.015425889,0.527749748,94.625,RISK ON,,,,,,
9/21/2000,87.75,-0.072655218,0.401897154,87.75,RISK ON,,,,,,
9/22/2000,92.9375,0.059116809,0.548958333,92.9375,RISK ON,,,,,,
9/25/2000,90.46875,-0.026563551,0.505851756,90.46875,RISK ON,,,,,,
9/26/2000,89.4375,-0.011398964,0.478305785,89.4375,RISK ON,,,,,,
9/27/2000,89.5625,0.001397624,0.473521851,89.5625,RISK ON,,,,,,
9/28/2000,91.5625,0.022330775,0.537250787,91.5625,RISK ON,,,,,,
9/29/2000,88.75,-0.030716724,0.474558671,88.75,RISK ON,,,,,,
10/2/2000,86.75,-0.022535211,0.440768133,86.75,RISK ON,,,,,,
10/3/2000,84,-0.031700288,0.364467005,84,RISK ON,,,,,,
10/4/2000,85.625,0.019345238,0.381048387,85.625,RISK ON,,,,,,
10/5/2000,85.875,0.002919708,0.357875232,85.875,RISK ON,,,,,,
10/6/2000,83,-0.033478894,0.315502724,83,RISK ON,,,,,,
10/9/2000,82.625,-0.004518072,0.295919618,82.625,RISK ON,,,,,,
10/10/2000,78.3125,-0.052193646,0.211213146,78.3125,RISK ON,,,,,,
10/11/2000,77.0625,-0.015961692,0.21958457,77.0625,RISK ON,,,,,,
10/12/2000,75.125,-0.02514193,0.225280326,75.125,RISK ON,,,,,,
10/13/2000,81.25,0.081530782,0.316955806,81.25,RISK ON,,,,,,75.78125
10/16/2000,82,0.009230769,0.369519833,82,RISK ON,,,,,,
10/17/2000,78.25,-0.045731707,0.32364213,78.25,RISK ON,,,,,,
10/18/2000,78,-0.003194888,0.312302839,78,RISK ON,,,,,,
10/19/2000,85.0625,0.090544872,0.38877551,85.0625,RISK ON,,,,,,
10/20/2000,86.3125,0.014695077,0.386546185,86.3125,RISK ON,,,,,,
10/23/2000,86.1875,-0.001448226,0.390821987,86.1875,RISK ON,,,,,,
10/24/2000,82.5,-0.042784627,0.330645161,82.5,RISK ON,,,,,,
10/25/2000,77.875,-0.056060606,0.266260163,77.875,RISK ON,,,,,,
10/26/2000,79.875,0.025682183,0.300763359,79.875,RISK ON,,,,,,
10/27/2000,79.71875,-0.001956182,0.254795868,79.71875,RISK ON,,,,,,
10/30/2000,76.765625,-0.037044296,0.167538023,76.765625,RISK ON,,,,,,
10/31/2000,81.703125,0.064319153,0.24916388,81.703125,RISK ON,,,,,,
11/1/2000,81,-0.008605852,0.237674585,81,RISK ON,,,,,,
11/2/2000,82,0.012345679,0.228464419,82,RISK ON,,,,,,
11/3/2000,83.0625,0.012957317,0.230555556,83.0625,RISK ON,,,,,,
11/6/2000,82.4375,-0.007524454,0.208982585,82.4375,RISK ON,,,,,,
11/7/2000,82.125,-0.003790751,0.180592992,82.125,RISK ON,,,,,,
11/8/2000,75.703125,-0.078196347,0.095658073,75.703125,RISK ON,,,,,,
11/9/2000,75.6875,-0.000206398,0.08125,75.6875,RISK ON,,,,,,
11/10/2000,71.75,-0.052023121,0.007017544,71.75,RISK ON,,,,,,
11/13/2000,71.859375,0.00152439,-0.004545455,71.75,RISK OFF,,,,,,
11/14/2000,75.84375,0.055446836,0.052700065,75.7283105,RISK ON,,,,,,
11/15/2000,77.375,0.020189534,0.047377327,77.25722983,RISK ON,,,,,,
11/16/2000,72.875,-0.05815832,0.00000000000,77.25722983,RISK OFF,,,,1.388921977,,
11/17/2000,72.828125,-0.000643225,-0.030372374,77.25722983,RISK OFF,,,,,,
11/20/2000,69.859375,-0.040763785,-0.07814433,77.25722983,RISK OFF,,,,,,
