Date,Close,Daily return,lookback window,Abs Close,RISK,PROFIT,EOY_PROFIT
1995-01-03,28.71475601196289,,,,,,
1995-01-04,28.85195732116699,0.004778076789053731,,,,,
1995-01-05,28.85195732116699,0.0,,,,,
1995-01-06,28.88134002685547,0.0010183955757803176,,,,,
1995-01-09,28.910776138305664,0.0010192086455416138,,,,,
1995-01-10,28.94015884399414,0.001016323655508744,,,,,
1995-01-11,28.95976638793945,0.0006775202600306507,,,,,
1995-01-12,28.96957397460937,0.0003386624925953985,,,,,
1995-01-13,29.312580108642575,0.011840220168022997,,,,,
1995-01-16,29.488977432250977,0.006017802696132835,,,,,
1995-01-17,29.49877738952637,0.00033232611398315015,,,,,
1995-01-18,29.46938514709473,-0.0009963884958187341,,,,,
1995-01-19,29.30276107788086,-0.005654141353210296,,,,,
1995-01-20,29.19495010375977,-0.0036792087214767566,,,,,
1995-01-23,29.28317070007324,0.0030217758893209545,,,,,
1995-01-24,29.32235908508301,0.0013382562090407113,,,,,
1995-01-25,29.40077209472656,0.0026741712498650205,,,,,
1995-01-26,29.430160522460934,0.0009995801348239297,,,,,
1995-01-27,29.54778289794922,0.003996661023935477,,,,,
1995-01-30,29.42038917541504,-0.004311447764936083,,,,,
1995-01-31,29.537982940673828,0.003997015965956585,,,,,
1995-02-01,29.528186798095703,-0.0003316456170281423,,,,,
1995-02-02,29.70458984375,0.0059740561403409664,,,,,
1995-02-03,30.12600135803223,0.01418674745212467,,,,,
1995-02-06,30.25339317321777,0.004228633387868275,,,,,
1995-02-07,30.2926082611084,0.0012962211433971138,,,,,
1995-02-08,30.2926082611084,0.0,,,,,
1995-02-09,30.2926082611084,0.0,,,,,
1995-02-10,30.33178329467773,0.0012932208818621227,,,,,
1995-02-13,30.341609954833984,0.0003239723843726505,,,,,
1995-02-14,30.38078498840332,0.001291132330408784,,,,,
1995-02-15,30.547407150268555,0.0054844587435392,,,,,
1995-02-16,30.50820159912109,-0.0012834330244333447,,,,,
1995-02-17,30.390609741210934,-0.003854434274930929,,,,,
1995-02-21,30.38078498840332,-0.0003232825169114939,,,,,
1995-02-22,30.60620880126953,0.007419946948449718,,,,,
1995-02-23,30.65521240234375,0.0016011000053095525,,,,,
1995-02-24,30.733606338500977,0.002557279170939175,,,,,
1995-02-27,30.48859596252441,-0.007972067230835655,,,,,
1995-02-28,30.743408203125,0.00835762463164258,,,,,
1995-03-01,30.547407150268555,-0.006375384653563576,,,,,
1995-03-02,30.586599349975586,0.0012829959516444944,,,,,
